
trade_id,timestamp,ticker,quantity,price,trader_id
801,2010-06-22 14:19:08,MSFT,64,20.82,101
802,2000-11-29 12:42:40,MSFT,97,21.48,101
803,1991-10-01 09:39:25,MSFT,94,1.21,101
804,2015-06-30 10:19:11,MSFT,95,41.83,103
805,2015-04-14 10:28:18,MSFT,51,37.88,101
806,1988-01-19 11:13:36,MSFT,56,0.24,105
807,2016-03-14 14:59:38,MSFT,21,48.6,105
808,2014-03-31 11:05:44,MSFT,14,36.12,101
809,1997-07-29 09:46:18,MSFT,23,11.55,105
810,2010-06-24 13:38:35,MSFT,49,20.73,104
811,1996-02-16 10:36:46,MSFT,79,3.92,103
812,2008-04-21 12:47:21,MSFT,50,23.27,104
813,2017-03-27 13:56:28,MSFT,5,61.24,105
814,2005-05-11 13:53:52,MSFT,84,18.74,104
815,2007-08-14 09:58:52,MSFT,30,21.99,104
816,2001-07-31 09:30:37,MSFT,24,21.02,102
817,2019-02-28 10:18:08,MSFT,84,106.21,101
818,1999-01-05 12:57:08,MSFT,90,23.64,101
819,2009-03-23 11:18:54,MSFT,30,14.22,103
820,2011-03-22 11:55:42,MSFT,65,20.23,104
821,2018-05-17 13:07:09,MSFT,26,97.02,105
822,2003-06-19 12:54:43,MSFT,91,17.16,103
823,2016-10-17 14:05:37,MSFT,4,53.65,101
824,2012-03-07 13:12:34,MSFT,48,27.32,104
825,2001-10-01 15:22:06,MSFT,35,17.08,105
826,2009-08-10 14:21:52,MSFT,64,17.79,101
827,1986-12-02 15:39:46,MSFT,3,0.11,103
828,2000-05-09 10:52:31,MSFT,86,20.86,101
829,2003-08-15 10:58:47,MSFT,58,17.24,102
830,2018-08-22 13:35:28,MSFT,35,99.85,102
831,2014-07-24 14:35:46,MSFT,31,40.64,103
832,1993-06-25 09:35:25,MSFT,43,1.76,104
833,1986-08-12 13:31:17,MSFT,27,0.07,104
834,1998-12-23 10:21:24,MSFT,91,22.71,101
835,2014-04-15 15:35:00,MSFT,65,34.18,103
836,1991-11-08 12:23:49,MSFT,48,1.3,103
837,2016-08-11 13:08:42,MSFT,49,54.28,101
838,2000-05-04 12:57:27,MSFT,41,23.07,102
839,2017-10-19 13:56:44,MSFT,98,74.07,104
840,1994-04-15 12:09:20,MSFT,31,1.78,105
841,1989-11-10 15:36:29,MSFT,8,0.36,105
842,2002-07-08 14:55:43,MSFT,96,16.8,101
843,2006-12-08 15:32:00,MSFT,100,21.44,102
844,2015-05-26 15:33:32,MSFT,41,42.91,104
845,2001-06-04 10:00:40,MSFT,3,22.57,103
846,2002-04-12 14:44:14,MSFT,49,18.3,101
847,1995-01-18 14:32:37,MSFT,4,2.65,102
848,2013-04-15 11:27:04,MSFT,49,25.62,105
849,2002-01-14 11:04:43,MSFT,82,22.06,101
850,2000-03-29 13:00:59,MSFT,36,34.81,103
851,1999-10-11 15:09:10,MSFT,63,30.58,105
852,1995-10-19 09:37:15,MSFT,86,3.74,101
853,2020-03-09 11:34:23,MSFT,45,154.29,101
854,2017-07-17 11:56:49,MSFT,81,73.49,104
855,2011-04-26 13:13:50,MSFT,10,21.0,101
856,2006-10-12 10:42:18,MSFT,69,21.09,105
857,2011-08-16 12:52:58,MSFT,2,21.07,105
858,2003-10-31 14:05:21,MSFT,26,17.29,102
859,1994-11-29 15:19:06,MSFT,92,2.49,105
860,2008-08-12 10:01:19,MSFT,13,20.69,103
861,2003-06-06 12:22:14,MSFT,17,15.06,103
862,1995-01-11 14:00:43,MSFT,5,2.54,105
863,1991-11-27 10:15:14,MSFT,61,1.29,105
864,1992-05-22 13:49:53,MSFT,14,1.5,103
865,2010-09-27 09:50:15,MSFT,18,20.22,101
866,1995-04-19 11:39:07,MSFT,81,3.07,104
867,2010-09-16 10:20:48,MSFT,7,19.57,103
868,1998-07-21 11:23:58,MSFT,89,18.69,104
869,1995-08-21 12:49:10,MSFT,10,3.67,105
870,1993-11-01 10:25:09,MSFT,90,1.57,104
871,2017-12-21 11:41:35,MSFT,17,80.9,105
872,2010-03-08 10:32:36,MSFT,21,22.03,103
873,2010-09-14 12:56:50,MSFT,60,20.41,101
874,2001-08-28 12:34:16,MSFT,100,20.03,102
875,2015-11-06 11:36:28,MSFT,60,51.19,101
876,1995-11-30 10:11:05,MSFT,17,3.39,102
877,1987-05-20 11:26:10,MSFT,26,0.25,104
878,1993-12-08 15:31:39,MSFT,91,1.72,103
879,2001-01-08 13:08:46,MSFT,99,15.33,103
880,2001-02-26 13:06:55,MSFT,86,19.77,101
881,2013-06-18 11:59:12,MSFT,79,29.45,105
882,2013-05-24 10:10:17,MSFT,29,30.39,105
883,2013-06-05 14:04:56,MSFT,4,30.28,101
884,2012-01-12 09:57:58,MSFT,99,21.89,102
885,2018-06-26 11:32:04,MSFT,62,99.46,105
886,2016-10-05 14:02:40,MSFT,85,54.12,101
887,2012-11-01 10:28:04,MSFT,69,24.72,101
888,2018-07-11 12:06:38,MSFT,68,104.23,102
889,1995-10-02 11:43:05,MSFT,64,3.37,103
890,1995-09-20 13:30:03,MSFT,54,3.65,104
891,2012-03-16 14:23:38,MSFT,51,26.84,103
892,1999-04-06 11:39:48,MSFT,93,29.22,104
893,2003-05-08 15:54:01,MSFT,68,16.89,101
894,1998-03-11 15:59:52,MSFT,63,13.55,105
895,1999-12-17 10:15:47,MSFT,34,38.26,102
896,2018-04-05 10:46:12,MSFT,80,92.46,104
897,2001-01-03 10:14:04,MSFT,54,14.88,103
898,2004-05-06 11:45:46,MSFT,26,17.42,102
899,2009-12-11 12:50:59,MSFT,48,22.32,103
900,1995-08-09 14:36:27,MSFT,87,3.94,102
