
trade_id,timestamp,ticker,quantity,price,trader_id
601,2018-02-27 14:37:47,GOOG,38,1158.97,102
602,2007-06-28 12:07:44,GOOG,78,249.62,103
603,2019-03-25 10:49:06,GOOG,24,1225.77,102
604,2020-02-05 10:24:09,GOOG,83,1489.18,101
605,2009-12-30 14:36:18,GOOG,95,309.23,102
606,2011-12-22 15:53:37,GOOG,35,304.23,101
607,2007-01-31 10:27:15,GOOG,93,254.09,104
608,2018-07-13 10:13:45,GOOG,23,1183.38,104
609,2015-01-05 10:36:35,GOOG,25,527.42,105
610,2006-03-21 10:29:22,GOOG,92,166.94,105
611,2018-07-31 14:34:09,GOOG,71,1172.96,104
612,2006-03-16 13:13:24,GOOG,41,174.53,101
613,2009-12-30 14:44:23,GOOG,22,323.69,102
614,2016-05-06 11:33:48,GOOG,7,694.79,102
615,2008-07-11 14:28:10,GOOG,2,272.93,104
616,2017-09-18 15:11:55,GOOG,98,875.09,103
617,2005-04-01 14:56:39,GOOG,95,89.84,105
618,2016-04-27 12:39:24,GOOG,43,698.32,103
619,2011-10-05 12:45:48,GOOG,31,254.63,101
620,2005-07-05 10:21:01,GOOG,26,151.11,103
621,2007-01-08 11:30:07,GOOG,57,231.07,102
622,2012-01-19 10:24:34,GOOG,91,309.34,102
623,2015-07-06 11:04:09,GOOG,68,508.15,101
624,2011-01-12 14:18:01,GOOG,57,299.13,105
625,2013-11-06 15:32:42,GOOG,84,513.69,105
626,2020-03-27 12:52:34,GOOG,99,1112.45,104
627,2006-09-26 09:35:06,GOOG,10,197.7,101
628,2007-03-29 11:24:36,GOOG,41,237.46,101
629,2017-03-09 15:12:19,GOOG,48,801.54,104
630,2015-08-25 09:41:41,GOOG,40,578.59,103
631,2009-08-12 14:18:22,GOOG,68,223.79,102
632,2005-02-03 10:42:10,GOOG,58,101.52,101
633,2018-06-25 14:12:20,GOOG,6,1071.86,105
634,2009-11-02 13:50:35,GOOG,81,253.91,103
635,2010-01-13 11:51:34,GOOG,16,277.87,105
636,2018-06-08 15:06:17,GOOG,100,1143.86,102
637,2019-05-07 14:48:55,GOOG,57,1219.11,101
638,2008-06-03 13:53:13,GOOG,25,281.39,105
639,2012-11-27 11:41:16,GOOG,45,333.32,102
640,2006-01-10 11:00:47,GOOG,19,236.83,105
641,2013-09-17 11:44:51,GOOG,54,459.11,101
642,2017-08-29 09:36:53,GOOG,11,952.31,102
643,2011-02-09 15:14:18,GOOG,1,309.33,101
644,2011-03-29 10:13:56,GOOG,89,290.48,101
