
trade_id,timestamp,ticker,quantity,price,trader_id
401,2018-02-22 10:01:05,AMZN,42,1522.51,105
402,2013-10-01 10:22:49,AMZN,54,314.92,101
403,2019-05-29 15:54:22,AMZN,67,1863.15,103
404,2013-05-20 11:21:33,AMZN,53,267.81,104
405,2009-08-14 12:03:30,AMZN,47,79.97,101
406,2012-08-16 10:45:10,AMZN,74,232.35,105
407,2017-12-15 11:31:35,AMZN,73,1237.09,105
408,2016-12-13 12:26:59,AMZN,76,786.71,101
409,2006-06-09 09:41:39,AMZN,77,34.94,104
410,2000-12-13 10:36:14,AMZN,91,22.95,103
411,1999-06-28 12:00:32,AMZN,39,54.87,105
412,2000-04-19 15:34:28,AMZN,34,55.13,104
413,2013-03-12 10:40:47,AMZN,15,268.21,101
414,1999-02-25 13:56:41,AMZN,75,63.0,101
415,1998-08-18 11:34:17,AMZN,16,20.51,101
416,2015-11-25 09:49:47,AMZN,100,692.12,105
417,2017-03-02 14:59:25,AMZN,65,858.52,104
418,1997-06-16 15:12:56,AMZN,82,1.62,103
419,2005-11-11 15:21:34,AMZN,7,42.59,105
420,2006-05-01 14:40:22,AMZN,40,34.01,102
421,2014-12-05 14:49:04,AMZN,4,306.97,105
422,2017-08-09 12:42:38,AMZN,84,1030.83,103
423,2009-07-20 11:01:31,AMZN,77,91.74,101
424,2015-11-12 14:07:29,AMZN,52,660.13,104
425,1997-05-15 10:38:48,AMZN,100,1.86,105
426,1998-03-31 13:57:10,AMZN,99,6.87,103
427,2011-03-30 15:09:11,AMZN,58,173.34,102
428,2010-07-19 15:13:23,AMZN,90,121.81,102
429,2012-08-22 11:00:07,AMZN,71,231.69,102
430,2003-01-03 14:00:00,AMZN,68,21.22,104
431,2017-10-27 14:58:12,AMZN,98,1046.68,102
432,1997-11-04 10:03:45,AMZN,47,5.15,105
433,2013-05-28 13:04:24,AMZN,56,271.24,102
434,2011-12-15 10:29:05,AMZN,83,182.76,101
435,2002-01-18 15:17:19,AMZN,9,10.34,103
436,2004-09-02 13:17:42,AMZN,93,37.79,102
437,2009-08-13 15:30:07,AMZN,92,81.2,101
438,2015-12-22 14:46:22,AMZN,94,675.7,105
439,2017-04-25 11:15:02,AMZN,79,902.7,102
440,2002-11-27 09:59:29,AMZN,2,25.14,103
441,2014-11-21 11:13:45,AMZN,98,343.45,105
442,2014-08-12 13:26:53,AMZN,56,313.24,102
443,2001-02-09 12:34:56,AMZN,41,13.73,105
444,1999-08-20 15:36:35,AMZN,57,55.59,101
445,2017-02-23 11:11:14,AMZN,27,870.28,103
446,1998-03-18 12:38:32,AMZN,57,6.98,103
447,2019-08-15 09:32:39,AMZN,39,1852.23,104
448,2004-10-13 14:48:49,AMZN,81,38.38,104
449,2005-12-28 09:51:29,AMZN,86,46.77,104
450,1998-03-16 13:24:30,AMZN,87,6.89,105
451,1998-05-07 14:15:52,AMZN,40,7.65,104
452,2005-09-15 13:49:14,AMZN,49,42.08,104
453,2015-04-10 14:50:43,AMZN,18,377.67,102
454,2006-07-20 12:19:27,AMZN,81,34.57,104
455,2016-09-27 15:32:13,AMZN,37,834.03,105
456,2012-01-24 11:37:24,AMZN,89,195.55,103
457,2013-10-09 10:57:03,AMZN,32,293.78,102
458,2014-03-10 12:39:32,AMZN,21,369.71,101
459,2001-02-23 10:44:22,AMZN,83,11.61,103
460,2005-06-29 09:59:06,AMZN,77,34.6,102
461,1999-11-08 12:18:03,AMZN,47,80.6,105
462,1997-06-13 15:05:15,AMZN,54,1.64,103
463,2003-06-13 10:05:49,AMZN,21,34.15,101
464,2019-06-13 15:16:49,AMZN,57,1933.96,105
465,2007-11-26 12:59:37,AMZN,71,83.65,102
466,2016-11-15 15:34:12,AMZN,32,712.72,104
467,2017-06-21 14:14:40,AMZN,80,974.59,102
468,2003-07-22 11:46:24,AMZN,46,34.2,103
469,2002-08-08 13:00:05,AMZN,49,13.46,104
470,2006-02-24 14:05:57,AMZN,57,38.6,102
471,2017-07-07 12:39:00,AMZN,82,1019.95,104
472,2017-08-18 11:39:46,AMZN,14,942.99,103
473,2002-09-03 15:16:21,AMZN,23,15.27,102
474,2017-01-13 10:39:20,AMZN,15,849.26,103
475,2010-04-29 09:45:46,AMZN,9,139.55,104
476,2000-07-18 13:33:51,AMZN,47,42.72,103
477,2001-10-11 10:12:21,AMZN,85,7.68,101
478,2012-02-24 10:20:56,AMZN,50,183.94,105
479,2003-06-27 10:07:06,AMZN,8,36.05,104
480,2010-02-05 15:28:21,AMZN,2,112.21,101
481,2002-01-07 11:13:37,AMZN,93,12.06,105
482,2014-10-13 15:33:36,AMZN,37,310.53,104
483,2013-05-03 11:49:41,AMZN,90,256.8,105
484,2000-02-16 11:48:18,AMZN,81,72.78,104
485,1999-11-30 14:06:12,AMZN,87,84.67,105
486,2008-07-03 15:37:08,AMZN,65,70.04,102
487,2018-01-17 14:24:21,AMZN,45,1247.26,103
488,2019-11-26 14:22:06,AMZN,90,1830.26,102
489,1998-06-01 15:53:44,AMZN,27,7.39,101
490,2007-07-11 12:53:30,AMZN,52,67.5,105
491,1998-09-21 09:38:30,AMZN,41,13.93,102
492,2008-03-04 10:07:41,AMZN,69,64.55,105
493,2011-02-08 14:33:40,AMZN,46,177.62,102
494,2000-06-06 12:12:14,AMZN,36,48.87,104
495,2007-12-13 15:28:47,AMZN,73,91.77,102
496,2013-11-11 12:52:39,AMZN,39,363.99,102
497,1999-07-27 09:39:56,AMZN,89,51.66,105
498,2011-10-11 14:33:52,AMZN,79,234.47,102
499,2010-08-06 15:24:42,AMZN,65,127.48,105
500,2009-04-17 15:43:37,AMZN,94,79.96,102
