
date,ticker,close_price,volume
2010-06-29,TSLA,23.88999938964844,18766300
2010-06-30,TSLA,23.82999992370605,17187100
2010-07-01,TSLA,21.959999084472656,8218800
2010-07-02,TSLA,19.200000762939453,5139800
2010-07-06,TSLA,16.110000610351562,6866900
2010-07-07,TSLA,15.800000190734863,6921700
2010-07-08,TSLA,17.459999084472656,7711400
2010-07-09,TSLA,17.399999618530273,4050600
2010-07-12,TSLA,17.049999237060547,2202500
2010-07-13,TSLA,18.13999938964844,2680100
2010-07-14,TSLA,19.84000015258789,4195200
2010-07-15,TSLA,19.88999938964844,3739800
2010-07-16,TSLA,20.63999938964844,2621300
2010-07-19,TSLA,21.90999984741211,2486500
2010-07-20,TSLA,20.299999237060547,1825300
2010-07-21,TSLA,20.21999931335449,1252500
2010-07-22,TSLA,21.0,957800
2010-07-23,TSLA,21.290000915527344,653600
2010-07-26,TSLA,20.950000762939453,922200
2010-07-27,TSLA,20.549999237060547,619700
2010-07-28,TSLA,20.71999931335449,467200
2010-07-29,TSLA,20.350000381469727,616000
2010-07-30,TSLA,19.940000534057617,426900
2010-08-02,TSLA,20.920000076293945,718100
2010-08-03,TSLA,21.950000762939453,1230500
2010-08-04,TSLA,21.26000022888184,913000
2010-08-05,TSLA,20.450000762939453,796200
2010-08-06,TSLA,19.59000015258789,741900
2010-08-09,TSLA,19.600000381469727,812700
2010-08-10,TSLA,19.030000686645508,1281300
2010-08-11,TSLA,17.899999618530273,797600
2010-08-12,TSLA,17.600000381469727,691000
2010-08-13,TSLA,18.31999969482422,634000
2010-08-16,TSLA,18.780000686645508,485800
2010-08-17,TSLA,19.149999618530277,447900
2010-08-18,TSLA,18.770000457763672,601300
2010-08-19,TSLA,18.790000915527344,579100
2010-08-20,TSLA,19.100000381469727,296000
2010-08-23,TSLA,20.1299991607666,1088100
2010-08-24,TSLA,19.200000762939453,673100
2010-08-25,TSLA,19.899999618530277,503300
2010-08-26,TSLA,19.75,433800
2010-08-27,TSLA,19.700000762939453,379600
2010-08-30,TSLA,19.8700008392334,732800
2010-08-31,TSLA,19.479999542236328,201100
2010-09-01,TSLA,20.450000762939453,494900
2010-09-02,TSLA,21.059999465942383,487100
2010-09-03,TSLA,21.049999237060547,434600
2010-09-07,TSLA,20.540000915527344,243400
2010-09-08,TSLA,20.899999618530277,288400
2010-09-09,TSLA,20.709999084472656,376200
2010-09-10,TSLA,20.170000076293945,386600
2010-09-13,TSLA,20.71999931335449,360800
2010-09-14,TSLA,21.1200008392334,654700
2010-09-15,TSLA,21.979999542236328,684600
2010-09-16,TSLA,20.940000534057617,2684500
2010-09-17,TSLA,20.229999542236328,1198500
2010-09-20,TSLA,21.059999465942383,947500
2010-09-21,TSLA,20.770000457763672,796000
2010-09-22,TSLA,19.8700008392334,962900
2010-09-23,TSLA,19.559999465942383,668100
2010-09-24,TSLA,20.100000381469727,578900
2010-09-27,TSLA,20.530000686645508,418600
2010-09-28,TSLA,21.399999618530277,1214500
