
date,ticker,close_price,volume
2004-08-19,GOOG,49.9826545715332,44871300
2004-08-20,GOOG,53.9527702331543,22942800
2004-08-23,GOOG,54.49573516845703,18342800
2004-08-24,GOOG,52.23919296264648,15319700
2004-08-25,GOOG,52.80208587646485,9232100
2004-08-26,GOOG,53.753517150878906,7128600
2004-08-27,GOOG,52.87680435180664,6241200
2004-08-30,GOOG,50.81453323364258,5221400
2004-08-31,GOOG,50.99386215209961,4941200
2004-09-01,GOOG,49.93782043457031,9181600
2004-09-02,GOOG,50.565467834472656,15190400
2004-09-03,GOOG,49.818267822265625,5176800
2004-09-07,GOOG,50.60033798217773,5875200
2004-09-08,GOOG,50.95899200439453,5009200
2004-09-09,GOOG,50.96397399902344,4080900
2004-09-10,GOOG,52.46833419799805,8740200
2004-09-13,GOOG,53.54928588867188,7881300
2004-09-14,GOOG,55.53683471679688,10880300
2004-09-15,GOOG,55.7908821105957,10763900
2004-09-16,GOOG,56.7722053527832,9310200
2004-09-17,GOOG,58.52563095092773,9517400
2004-09-20,GOOG,59.4571418762207,10679200
2004-09-21,GOOG,58.69997787475586,7263000
2004-09-22,GOOG,58.968971252441406,7617100
2004-09-23,GOOG,60.18441390991211,8576100
2004-09-24,GOOG,59.69126129150391,9166700
2004-09-27,GOOG,58.90919494628906,7099600
2004-09-28,GOOG,63.193138122558594,17009400
2004-09-29,GOOG,65.29525756835938,30661400
2004-09-30,GOOG,64.55802154541016,13823300
2004-10-01,GOOG,66.0424575805664,15196700
2004-10-04,GOOG,67.27782440185547,13084600
2004-10-05,GOOG,68.92664337158203,15044200
2004-10-06,GOOG,68.2840576171875,13444900
2004-10-07,GOOG,69.1657485961914,14182100
2004-10-08,GOOG,68.60784149169922,11122000
2004-10-11,GOOG,67.37744903564453,10521800
2004-10-12,GOOG,68.4434585571289,11720800
2004-10-13,GOOG,70.18692016601562,19860000
2004-10-14,GOOG,70.73487091064453,10491700
2004-10-15,GOOG,71.78592681884766,13257400
2004-10-18,GOOG,74.30149841308594,14103000
2004-10-19,GOOG,73.69377899169922,18195900
2004-10-20,GOOG,69.9826889038086,22830600
2004-10-21,GOOG,74.41108703613281,29288200
2004-10-22,GOOG,85.89305114746094,74060200
2004-10-25,GOOG,93.35009765625,65773900
2004-10-26,GOOG,90.56055450439452,44781400
2004-10-27,GOOG,92.63777160644533,26813100
2004-10-28,GOOG,96.2890853881836,29804800
2004-10-29,GOOG,94.96405029296876,42483600
2004-11-01,GOOG,97.64898681640624,24541300
2004-11-02,GOOG,97.07115173339844,22777500
2004-11-03,GOOG,95.47712707519533,27881400
2004-11-04,GOOG,92.00514221191406,28927200
2004-11-05,GOOG,84.35880279541016,39814800
2004-11-08,GOOG,85.95282745361328,22467400
2004-11-09,GOOG,84.03501892089844,22211300
2004-11-10,GOOG,83.61658477783203,21367700
2004-11-11,GOOG,91.16828155517578,30083200
2004-11-12,GOOG,90.66018676757812,33617600
2004-11-15,GOOG,92.08982849121094,23892200
2004-11-16,GOOG,85.94784545898438,41991500
2004-11-17,GOOG,85.92791748046875,36401600
2004-11-18,GOOG,83.45718383789062,33383800
2004-11-19,GOOG,84.38371276855469,17604300
2004-11-22,GOOG,82.24173736572266,24829000
2004-11-23,GOOG,83.44721984863281,24919600
2004-11-24,GOOG,87.05370330810547,30676400
2004-11-26,GOOG,89.36005401611328,13008700
2004-11-29,GOOG,90.18695831298828,21413100
2004-11-30,GOOG,90.65022277832033,15457600
2004-12-01,GOOG,89.64398956298828,15787100
2004-12-02,GOOG,89.36503601074219,12568700
2004-12-03,GOOG,89.86317443847656,11782300
2004-12-06,GOOG,87.81584167480469,12554800
2004-12-07,GOOG,85.3949203491211,13793200
2004-12-08,GOOG,84.67262268066406,15140000
2004-12-09,GOOG,86.39118194580078,15365300
2004-12-10,GOOG,85.50450897216797,8666700
2004-12-13,GOOG,84.90674591064453,9673200
2004-12-14,GOOG,89.01136016845703,22259800
2004-12-15,GOOG,89.55432891845703,23027900
2004-12-16,GOOG,87.90550994873047,17209800
2004-12-17,GOOG,89.70376586914062,14827600
2004-12-20,GOOG,92.16454315185548,19742600
2004-12-21,GOOG,91.53191375732422,11073900
2004-12-22,GOOG,92.80215454101562,7843200
2004-12-23,GOOG,93.5991668701172,7256200
2004-12-27,GOOG,95.5966796875,12253900
2004-12-28,GOOG,96.02009582519533,8322500
2004-12-29,GOOG,96.08982849121094,5376200
2004-12-30,GOOG,98.4310531616211,11852800
2004-12-31,GOOG,96.0350341796875,15394400
2005-01-03,GOOG,100.9765167236328,31807000
2005-01-04,GOOG,96.8868408203125,27614900
2005-01-05,GOOG,96.39369201660156,16534800
2005-01-06,GOOG,93.9229507446289,20851900
2005-01-07,GOOG,96.56305694580078,19398200
2005-01-10,GOOG,97.16580200195312,15135600
2005-01-11,GOOG,96.40863800048828,13969500
2005-01-12,GOOG,97.32520294189452,16416800
2005-01-13,GOOG,97.30029296875,13750000
2005-01-14,GOOG,99.61163330078124,19352700
2005-01-18,GOOG,101.5692901611328,26443900
2005-01-19,GOOG,98.2816162109375,22599700
2005-01-20,GOOG,96.59793090820312,18070600
2005-01-21,GOOG,93.78845977783205,18586100
2005-01-24,GOOG,90.02257537841797,28150400
2005-01-25,GOOG,88.22929382324219,21398200
2005-01-26,GOOG,94.26666259765624,24708000
2005-01-27,GOOG,93.68882751464844,13304400
2005-01-28,GOOG,94.81461334228516,24507900
2005-01-31,GOOG,97.44475555419922,19265200
2005-02-01,GOOG,95.5916976928711,37819100
2005-02-02,GOOG,102.59544372558594,65844300
2005-02-03,GOOG,105.03630065917967,26073400
2005-02-04,GOOG,101.79843139648438,29749600
2005-02-07,GOOG,97.64898681640624,26017900
2005-02-08,GOOG,98.94911193847656,23045900
2005-02-09,GOOG,95.43229675292967,34471600
2005-02-10,GOOG,93.6390151977539,38107600
2005-02-11,GOOG,93.35009765625,26330200
2005-02-14,GOOG,96.1346664428711,77413400
2005-02-15,GOOG,97.25048065185548,51758800
2005-02-16,GOOG,98.83454132080078,33188400
2005-02-17,GOOG,98.58049774169922,20906800
2005-02-18,GOOG,98.60540008544922,17035300
2005-02-22,GOOG,95.32769012451172,27068400
2005-02-23,GOOG,96.61286926269533,31288700
2005-02-24,GOOG,94.09231567382812,51822000
2005-02-25,GOOG,92.58795928955078,20021700
2005-02-28,GOOG,93.6439971923828,15695300
2005-03-01,GOOG,92.68260192871094,18692100
2005-03-02,GOOG,92.24424743652344,14625500
2005-03-03,GOOG,93.15583038330078,15274200
2005-03-04,GOOG,92.6029052734375,13598900
2005-03-07,GOOG,94.0524673461914,17399700
2005-03-08,GOOG,92.25421142578124,16152400
2005-03-09,GOOG,90.33639526367188,22805900
2005-03-10,GOOG,89.6539535522461,22003100
2005-03-11,GOOG,88.56802368164062,16116700
2005-03-14,GOOG,87.16827392578125,22376600
2005-03-15,GOOG,88.97151184082031,20922200
2005-03-16,GOOG,87.47212982177734,14265800
2005-03-17,GOOG,89.31024169921875,16583100
2005-03-18,GOOG,89.68384552001953,14233000
2005-03-21,GOOG,90.1022720336914,15023400
2005-03-22,GOOG,88.9665298461914,11305500
2005-03-23,GOOG,89.15582275390625,9726200
2005-03-24,GOOG,89.29032135009766,7438100
2005-03-28,GOOG,90.37126922607422,17541400
2005-03-29,GOOG,89.44972229003906,12994400
2005-03-30,GOOG,89.88807678222656,12518800
2005-03-31,GOOG,89.91796875,13587900
2005-04-01,GOOG,89.68384552001953,12410200
2005-04-04,GOOG,92.29904174804688,16213200
2005-04-05,GOOG,93.93291473388672,17538800
2005-04-06,GOOG,94.25670623779295,10544500
2005-04-07,GOOG,96.51822662353516,19456900
2005-04-08,GOOG,95.66641998291016,10271500
2005-04-11,GOOG,96.25421905517578,10861500
2005-04-12,GOOG,96.61785125732422,14694000
2005-04-13,GOOG,96.10477447509766,13160700
2005-04-14,GOOG,95.36753845214844,12351500
2005-04-15,GOOG,92.15457916259766,23241500
2005-04-18,GOOG,93.13590240478516,13149700
2005-04-19,GOOG,95.34263610839844,16923100
2005-04-20,GOOG,98.68012237548828,31018800
2005-04-21,GOOG,101.72869873046876,35636800
2005-04-22,GOOG,107.5020523071289,66659100
2005-04-25,GOOG,111.34764099121094,39828600
2005-04-26,GOOG,108.96656799316406,34673400
2005-04-27,GOOG,109.47964477539062,20606500
2005-04-28,GOOG,109.31526184082033,17430600
2005-04-29,GOOG,109.5892333984375,18409100
2005-05-02,GOOG,110.7299575805664,19607900
2005-05-03,GOOG,112.67267608642578,35693600
2005-05-04,GOOG,113.8233642578125,24257500
2005-05-05,GOOG,113.06620025634766,15075400
2005-05-06,GOOG,113.58425903320312,13578400
2005-05-09,GOOG,112.5879898071289,11115000
2005-05-10,GOOG,113.47467041015624,12739000
2005-05-11,GOOG,115.21315002441406,23043500
2005-05-12,GOOG,113.93295288085938,17963300
2005-05-13,GOOG,114.19197845458984,14886500
2005-05-16,GOOG,115.09359741210938,11405300
2005-05-17,GOOG,116.12971496582033,15676300
2005-05-18,GOOG,119.13346099853516,24716200
2005-05-19,GOOG,119.14342498779295,19505800
2005-05-20,GOOG,120.3538818359375,16388100
2005-05-23,GOOG,127.248046875,42936800
2005-05-24,GOOG,127.5220184326172,58303800
2005-05-25,GOOG,129.91802978515625,36251100
2005-05-26,GOOG,129.1160430908203,27194600
2005-05-27,GOOG,132.5033416748047,24459400
2005-05-31,GOOG,138.1173095703125,44640200
2005-06-01,GOOG,143.46226501464844,70647100
2005-06-02,GOOG,143.41246032714844,36082800
2005-06-03,GOOG,139.60671997070312,37705300
2005-06-06,GOOG,144.92677307128906,45220600
2005-06-07,GOOG,146.01271057128906,48828200
2005-06-08,GOOG,139.25802612304688,51594400
2005-06-09,GOOG,142.62042236328125,33005300
2005-06-10,GOOG,140.7225341796875,25488200
2005-06-13,GOOG,140.84707641601562,25702300
2005-06-14,GOOG,138.65528869628906,20259300
2005-06-15,GOOG,136.8869171142578,41922600
2005-06-16,GOOG,138.2019805908203,25018100
2005-06-17,GOOG,139.62664794921875,20946900
2005-06-20,GOOG,142.814697265625,42206900
2005-06-21,GOOG,143.382568359375,30377900
2005-06-22,GOOG,144.10984802246094,21026400
2005-06-23,GOOG,144.31407165527344,28218100
2005-06-24,GOOG,148.0699920654297,35675500
2005-06-27,GOOG,151.48220825195312,35739200
2005-06-28,GOOG,150.43612670898438,38215600
2005-06-29,GOOG,145.81346130371094,36734400
2005-06-30,GOOG,146.52578735351562,30301800
2005-07-01,GOOG,145.08120727539062,18524300
2005-07-05,GOOG,147.30287170410156,15044000
2005-07-06,GOOG,145.2156982421875,16060500
2005-07-07,GOOG,147.2181854248047,21424100
2005-07-08,GOOG,147.56190490722656,14971000
2005-07-11,GOOG,146.1272735595703,16843400
2005-07-12,GOOG,145.34521484375,11773700
2005-07-13,GOOG,148.8719940185547,22961400
2005-07-14,GOOG,149.88319396972656,21415300
2005-07-15,GOOG,150.0326385498047,16939900
2005-07-18,GOOG,149.21072387695312,12462100
2005-07-19,GOOG,154.3713836669922,25337300
2005-07-20,GOOG,155.41744995117188,28728000
2005-07-21,GOOG,156.3838348388672,39727000
2005-07-22,GOOG,150.6353759765625,46948800
2005-07-25,GOOG,147.3726043701172,19389900
2005-07-26,GOOG,147.49215698242188,19707300
2005-07-27,GOOG,147.9105987548828,14489800
2005-07-28,GOOG,146.20199584960938,11895500
2005-07-29,GOOG,143.34271240234375,16789200
2005-08-01,GOOG,145.26052856445312,11367200
2005-08-02,GOOG,149.036376953125,14634900
2005-08-03,GOOG,148.09490966796875,11905500
2005-08-04,GOOG,148.30909729003906,10512100
2005-08-05,GOOG,145.629150390625,11923800
2005-08-08,GOOG,145.08120727539062,8997100
2005-08-09,GOOG,145.2406005859375,11601800
2005-08-10,GOOG,142.3065948486328,13809500
2005-08-11,GOOG,141.49464416503906,15086100
2005-08-12,GOOG,144.31906127929688,13221000
2005-08-15,GOOG,141.46974182128906,16410600
