
date,portfolio_id,ticker,quantity,market_value
2010-01-14,202,GOOG,415,121936.82
2019-09-25,201,GOOG,280,349025.61
2008-10-14,201,GOOG,171,30895.9
2018-04-17,201,GOOG,194,208387.05
2012-11-05,203,GOOG,490,166700.37
2018-09-26,202,GOOG,323,381298.27
2018-12-31,203,GOOG,267,276507.87
2017-02-28,202,GOOG,386,317759.07
2014-02-13,203,GOOG,384,229520.51
2018-04-24,203,GOOG,163,166256.74
2007-02-06,203,GOOG,461,108270.32
2013-02-06,201,GOOG,284,108955.75
2015-04-06,203,GOOG,273,146135.63
2015-04-17,203,GOOG,251,131176.41
2020-02-26,203,GOOG,79,110061.22
2006-10-18,203,GOOG,242,50547.05
2017-02-10,201,GOOG,263,213995.21
2012-10-11,202,GOOG,264,98824.94
2005-11-22,201,GOOG,217,45018.26
2014-06-17,202,GOOG,402,217692.35
2012-12-05,202,GOOG,352,120604.27
2017-05-31,203,GOOG,70,67540.2
2012-10-15,201,GOOG,21,7751.24
2013-09-18,202,GOOG,176,79195.32
2017-10-18,201,GOOG,135,134029.35
2016-11-18,203,GOOG,413,314103.01
2016-10-06,203,GOOG,173,134396.78
2015-10-28,202,GOOG,134,95535.3
2012-12-04,201,GOOG,476,163850.99
2017-03-22,201,GOOG,261,216523.0
2007-05-11,201,GOOG,359,83466.97
2005-08-04,202,GOOG,206,30551.67
2011-07-13,203,GOOG,24,6435.0
2017-05-11,202,GOOG,493,458785.79
2009-06-24,203,GOOG,312,63610.81
2019-05-03,203,GOOG,434,514463.61
2011-12-21,202,GOOG,490,152753.34
2018-06-19,201,GOOG,140,163528.41
2013-02-27,201,GOOG,113,45018.83
2009-12-03,201,GOOG,431,125755.6
2016-08-18,201,GOOG,443,344432.5
2010-03-24,202,GOOG,127,35258.3
2010-09-15,203,GOOG,492,117795.92
2010-09-01,202,GOOG,490,112359.7
2007-03-28,202,GOOG,477,109747.02
2017-08-09,202,GOOG,264,243645.61
2005-01-28,203,GOOG,432,40959.91
2010-05-21,202,GOOG,114,26806.37
2018-09-13,202,GOOG,459,539476.45
2018-10-18,201,GOOG,260,282872.19
2018-11-07,203,GOOG,180,196810.2
2012-10-04,201,GOOG,152,58153.82
2018-07-09,201,GOOG,89,102710.45
2007-03-01,201,GOOG,57,12726.85
2005-12-08,203,GOOG,422,86323.58
2007-01-26,201,GOOG,390,96327.74
2015-05-11,203,GOOG,147,78747.9
2008-06-03,202,GOOG,264,74603.97
2005-04-13,201,GOOG,341,32771.73
2012-08-21,202,GOOG,92,30682.45
