
trade_id,timestamp,ticker,quantity,price,trader_id
301,1982-03-18 13:29:46,AAPL,55,0.21,102
302,1992-08-31 12:09:33,AAPL,68,1.43,102
303,2008-08-25 15:08:51,AAPL,28,21.43,102
304,2016-06-03 10:20:14,AAPL,84,88.92,104
305,2007-09-26 15:59:53,AAPL,62,18.69,103
306,1989-03-17 10:50:29,AAPL,55,1.04,104
307,1988-01-07 10:18:06,AAPL,58,1.21,104
308,1987-07-23 11:42:08,AAPL,8,1.2,102
309,2019-08-12 14:26:43,AAPL,52,190.82,105
310,1996-07-25 14:42:13,AAPL,60,0.64,104
311,2002-01-30 14:36:30,AAPL,22,1.47,101
312,1995-06-05 10:25:43,AAPL,63,1.28,105
313,2003-03-18 09:39:29,AAPL,39,0.92,105
314,2000-05-10 14:35:35,AAPL,77,2.97,105
315,1991-02-26 12:33:44,AAPL,41,1.69,102
316,2010-10-06 12:04:59,AAPL,12,35.06,104
317,1988-11-10 12:14:41,AAPL,23,1.13,104
318,1994-02-28 09:55:28,AAPL,7,1.08,101
319,2019-04-30 11:25:14,AAPL,7,189.16,104
320,1993-05-26 11:06:14,AAPL,44,1.73,103
321,1992-11-03 12:49:03,AAPL,20,1.49,101
322,2010-03-15 12:31:55,AAPL,46,27.76,103
323,2010-04-16 09:56:39,AAPL,71,31.65,104
324,1999-09-03 10:05:02,AAPL,75,2.24,101
325,2017-08-04 12:00:57,AAPL,48,148.45,104
326,2015-04-06 15:54:55,AAPL,99,119.6,102
327,1997-01-28 15:45:44,AAPL,96,0.53,102
328,2001-01-04 11:12:50,AAPL,87,1.08,101
329,2010-08-11 15:53:19,AAPL,57,30.63,103
330,2009-11-23 12:24:05,AAPL,61,26.52,105
331,2003-02-14 09:47:58,AAPL,51,0.94,102
332,2003-07-07 15:24:25,AAPL,100,1.25,102
333,2015-03-11 11:06:03,AAPL,49,108.32,101
334,2015-04-02 10:30:08,AAPL,12,111.68,105
335,1998-04-06 11:54:26,AAPL,32,0.82,101
336,2014-02-06 14:24:20,AAPL,54,63.74,102
337,2013-08-06 14:09:21,AAPL,55,61.24,103
338,2014-03-26 13:16:57,AAPL,9,66.96,102
339,1984-02-22 10:36:52,AAPL,84,0.38,102
340,2001-12-05 14:44:48,AAPL,22,1.44,105
341,2000-03-02 12:02:50,AAPL,34,3.7,101
342,2016-07-26 13:54:43,AAPL,32,88.02,103
343,2005-08-17 12:46:05,AAPL,68,5.99,105
344,1993-05-25 14:47:24,AAPL,34,1.7,102
345,1993-12-10 12:43:14,AAPL,90,0.89,102
346,1987-04-24 14:28:20,AAPL,92,1.08,104
347,2018-08-03 13:54:32,AAPL,78,207.55,102
348,2016-11-03 13:22:09,AAPL,91,99.85,103
349,2017-05-04 09:47:01,AAPL,97,142.9,101
350,1998-06-17 12:30:56,AAPL,80,0.85,104
351,1992-10-08 14:00:31,AAPL,50,1.32,102
352,2013-04-22 11:30:39,AAPL,88,48.7,104
353,1992-07-24 15:53:59,AAPL,60,1.4,104
354,2001-07-25 09:39:45,AAPL,76,1.18,102
355,1987-07-20 12:23:54,AAPL,82,1.17,101
356,2014-03-10 15:32:29,AAPL,58,69.44,103
357,1997-12-18 10:22:51,AAPL,91,0.45,103
358,1999-03-22 12:19:59,AAPL,33,1.07,101
359,2009-07-15 12:02:59,AAPL,17,18.73,101
360,2006-08-31 15:51:22,AAPL,24,8.8,101
361,2002-03-06 14:20:56,AAPL,7,1.48,105
362,1991-04-05 10:31:14,AAPL,15,2.02,101
363,2004-02-20 10:31:20,AAPL,74,1.41,103
364,2000-05-15 09:57:20,AAPL,22,3.13,105
365,2003-12-17 14:15:43,AAPL,86,1.23,104
366,1983-12-09 14:49:46,AAPL,92,0.29,105
367,2008-11-17 10:09:13,AAPL,26,11.35,103
368,2018-03-12 11:53:23,AAPL,72,178.53,101
369,2009-08-07 09:35:08,AAPL,81,19.86,102
370,1996-09-26 11:39:17,AAPL,5,0.72,105
371,1984-03-15 12:45:31,AAPL,47,0.38,104
372,2007-04-13 13:21:12,AAPL,23,11.05,102
373,1994-01-13 09:50:03,AAPL,20,0.95,104
