
trade_id,timestamp,ticker,quantity,price,trader_id
701,2018-03-09 12:18:59,JPM,10,113.94,105
702,2007-09-05 11:00:37,JPM,77,33.01,104
703,2003-08-25 13:39:59,JPM,21,21.22,105
704,1997-02-21 12:07:57,JPM,51,16.01,105
705,2006-12-01 13:00:23,JPM,85,33.23,101
706,1988-07-28 15:25:17,JPM,34,1.14,103
707,1991-05-16 14:35:22,JPM,79,1.57,102
708,2003-04-14 09:58:05,JPM,43,16.86,102
709,2003-08-13 11:06:04,JPM,45,21.98,105
710,1993-03-10 10:48:14,JPM,16,4.6,102
711,2017-01-04 11:58:45,JPM,89,77.77,102
712,1980-06-05 11:56:41,JPM,79,0.34,102
713,2013-03-15 15:59:03,JPM,77,39.39,105
714,1988-04-26 12:11:51,JPM,73,0.9,103
715,1993-12-16 10:48:06,JPM,36,4.03,105
716,2013-01-31 13:08:13,JPM,59,37.32,105
717,1987-01-22 13:12:31,JPM,71,1.24,104
718,1983-04-13 12:29:40,JPM,9,0.75,103
719,2011-12-28 11:58:26,JPM,9,25.55,101
720,2000-11-07 14:11:28,JPM,32,24.59,102
721,1981-06-15 12:43:48,JPM,71,0.55,103
722,2000-08-07 14:52:02,JPM,65,28.64,104
723,2002-08-13 15:28:13,JPM,4,14.0,105
724,2018-07-23 11:58:17,JPM,10,109.68,101
725,1990-08-02 13:37:10,JPM,77,1.4,102
726,2008-10-21 10:11:36,JPM,41,31.77,101
727,2018-05-01 15:06:16,JPM,86,107.01,105
728,2010-10-12 11:51:24,JPM,27,31.08,102
729,2015-06-26 12:40:44,JPM,85,62.0,105
730,2014-02-05 10:51:08,JPM,50,49.14,103
731,2008-07-17 09:30:15,JPM,58,30.88,101
732,2018-09-20 09:43:17,JPM,7,107.95,101
733,1995-04-20 10:08:17,JPM,5,5.74,104
734,1984-04-26 15:44:11,JPM,31,0.65,104
735,1994-07-18 12:23:29,JPM,86,4.69,104
736,1989-03-21 15:35:32,JPM,61,1.65,101
737,1995-03-13 12:47:52,JPM,78,5.04,103
738,2006-04-27 10:55:24,JPM,60,31.09,103
739,2007-10-29 12:26:09,JPM,49,34.54,101
740,2019-11-11 09:34:58,JPM,24,131.34,105
741,1987-12-16 10:12:58,JPM,43,0.77,103
742,2004-03-22 09:55:53,JPM,93,27.28,101
743,2011-10-31 11:41:33,JPM,15,28.37,105
744,1982-06-22 09:45:16,JPM,54,0.39,102
745,1988-05-19 10:04:56,JPM,49,0.93,105
746,1991-02-15 12:02:30,JPM,17,1.42,104
747,2001-03-09 14:34:16,JPM,60,28.46,105
748,2009-04-06 10:02:57,JPM,97,22.46,101
749,1986-04-07 14:45:20,JPM,80,1.2,101
750,1993-05-25 11:06:39,JPM,99,3.87,104
751,1994-10-14 11:34:09,JPM,29,4.6,102
752,1998-12-08 15:52:00,JPM,65,23.16,104
753,1986-12-12 12:04:08,JPM,34,1.17,103
754,1990-03-15 15:10:35,JPM,24,1.56,103
755,1994-12-02 15:26:28,JPM,15,4.41,102
756,1987-07-01 13:58:01,JPM,18,1.19,103
757,2009-10-12 13:16:46,JPM,28,36.14,104
758,1985-11-22 09:53:46,JPM,27,0.87,104
759,2014-06-30 14:30:13,JPM,73,49.2,102
760,1995-06-29 15:52:18,JPM,54,6.53,105
761,1988-02-02 10:42:28,JPM,46,0.68,103
762,2008-12-15 12:48:05,JPM,9,22.59,101
763,2005-07-25 10:50:30,JPM,5,24.48,101
764,2010-03-17 12:05:25,JPM,48,32.75,105
765,2001-03-06 09:42:17,JPM,95,28.55,101
766,1998-10-15 11:37:51,JPM,35,17.03,103
767,2000-03-29 14:29:51,JPM,95,33.32,104
768,1989-02-28 11:38:53,JPM,36,1.47,104
769,2000-10-24 11:21:13,JPM,48,23.75,102
770,2004-11-08 09:49:22,JPM,47,26.95,103
771,1995-09-27 09:48:00,JPM,88,7.99,105
772,2019-11-14 13:04:39,JPM,86,130.67,105
773,2011-04-27 12:33:53,JPM,3,35.63,103
774,2019-10-18 12:59:01,JPM,23,118.99,104
775,1995-03-31 09:50:43,JPM,5,5.07,104
776,1999-03-31 15:18:31,JPM,13,28.19,102
777,1987-02-19 11:37:36,JPM,14,1.33,104
778,2004-02-12 11:16:49,JPM,19,25.6,104
779,2011-01-27 11:33:33,JPM,49,36.4,104
780,1980-04-08 11:14:05,JPM,25,0.31,101
781,1999-06-15 15:11:01,JPM,76,28.0,101
782,2000-02-08 15:34:23,JPM,94,29.84,103
783,1985-10-07 11:34:47,JPM,44,0.81,101
784,2016-03-09 11:21:58,JPM,86,54.36,105
785,2008-09-17 12:39:45,JPM,43,27.36,104
786,2003-01-22 09:58:10,JPM,52,14.82,104
787,2017-12-27 10:33:27,JPM,89,102.17,102
788,1986-12-11 15:41:10,JPM,7,1.2,101
789,1991-01-03 13:23:11,JPM,37,0.93,104
790,1992-07-09 10:19:01,JPM,15,3.56,103
791,2013-08-02 09:30:35,JPM,20,47.54,101
792,1983-10-04 15:17:15,JPM,9,0.56,103
793,1983-05-05 13:39:59,JPM,98,0.66,105
794,2017-02-22 09:40:18,JPM,17,80.28,105
795,2002-08-02 12:33:57,JPM,88,13.73,105
796,2019-09-17 10:31:02,JPM,13,118.58,102
797,2013-02-05 15:31:31,JPM,3,40.72,105
798,1996-10-09 11:53:56,JPM,27,12.05,101
799,2005-07-25 15:26:36,JPM,79,24.24,105
800,2005-07-27 13:24:09,JPM,89,23.33,102
