
date,ticker,close_price,volume
1997-05-15,AMZN,1.9583333730697632,72156000
1997-05-16,AMZN,1.7291666269302368,14700000
1997-05-19,AMZN,1.7083333730697632,6106800
1997-05-20,AMZN,1.6354166269302368,5467200
1997-05-21,AMZN,1.4270833730697632,18853200
1997-05-22,AMZN,1.3958333730697632,11776800
1997-05-23,AMZN,1.5,15937200
1997-05-27,AMZN,1.5833333730697632,8697600
1997-05-28,AMZN,1.53125,4574400
1997-05-29,AMZN,1.5052083730697632,3472800
1997-05-30,AMZN,1.5,2594400
1997-06-02,AMZN,1.5104166269302368,591600
1997-06-03,AMZN,1.4791666269302368,1183200
1997-06-04,AMZN,1.4166666269302368,3080400
1997-06-05,AMZN,1.5416666269302368,5672400
1997-06-06,AMZN,1.65625,7807200
1997-06-09,AMZN,1.6875,2352000
1997-06-10,AMZN,1.5833333730697632,5458800
1997-06-11,AMZN,1.5416666269302368,1188000
1997-06-12,AMZN,1.6041666269302368,1632000
1997-06-13,AMZN,1.5833333730697632,693600
1997-06-16,AMZN,1.5729166269302368,913200
1997-06-17,AMZN,1.5052083730697632,4706400
1997-06-18,AMZN,1.5104166269302368,2464800
1997-06-19,AMZN,1.5104166269302368,1003200
1997-06-20,AMZN,1.5260416269302368,3387600
1997-06-23,AMZN,1.5,1047600
1997-06-24,AMZN,1.5104166269302368,751200
1997-06-25,AMZN,1.5104166269302368,2106000
1997-06-26,AMZN,1.5104166269302368,3189600
1997-06-27,AMZN,1.4895833730697632,1188000
1997-06-30,AMZN,1.5416666269302368,2746800
1997-07-01,AMZN,1.515625,1292400
1997-07-02,AMZN,1.5885416269302368,3882000
1997-07-03,AMZN,1.9114583730697632,12577200
1997-07-07,AMZN,2.0,8053200
1997-07-08,AMZN,2.3020832538604736,15517200
1997-07-09,AMZN,2.3229167461395264,8262000
1997-07-10,AMZN,2.5625,9051600
1997-07-11,AMZN,2.2916667461395264,10531200
1997-07-14,AMZN,2.1354167461395264,4604400
1997-07-15,AMZN,2.4375,9274800
1997-07-16,AMZN,2.3333332538604736,3024000
1997-07-17,AMZN,2.21875,3169200
1997-07-18,AMZN,2.15625,780000
1997-07-21,AMZN,2.1822917461395264,574800
1997-07-22,AMZN,2.1354167461395264,1563600
