
date,portfolio_id,ticker,quantity,market_value
1993-07-28,202,JPM,139,602.25
1999-10-25,202,JPM,38,1084.34
2007-09-13,203,JPM,376,12522.63
2006-06-30,202,JPM,272,8039.28
2011-06-28,203,JPM,142,4406.44
1984-08-15,201,JPM,365,205.17
2020-03-06,201,JPM,364,39341.12
1998-02-25,201,JPM,400,8378.37
1981-11-04,202,JPM,73,35.22
2012-07-25,202,JPM,90,2577.5
2007-05-07,202,JPM,27,1031.8
1986-02-05,201,JPM,358,343.59
2014-03-03,203,JPM,450,21471.39
2015-09-03,201,JPM,108,5977.9
2009-10-12,203,JPM,176,6291.87
1983-10-20,202,JPM,118,63.81
2008-01-15,201,JPM,113,3287.65
1991-09-09,203,JPM,388,894.26
1992-04-03,203,JPM,150,434.94
2005-10-21,201,JPM,270,6564.71
1981-02-17,203,JPM,375,158.27
2015-11-25,203,JPM,370,22003.22
2018-09-24,203,JPM,352,39312.07
1992-05-06,201,JPM,69,248.48
2011-01-20,202,JPM,471,16452.34
2016-08-16,201,JPM,93,5555.3
2011-07-21,203,JPM,423,14125.4
1994-11-17,203,JPM,406,1787.52
1980-12-10,202,JPM,193,64.58
1998-04-22,201,JPM,148,3606.93
1983-09-06,202,JPM,319,194.2
2004-11-08,201,JPM,263,6880.65
1984-04-24,201,JPM,131,78.77
2016-09-28,202,JPM,254,15403.44
1982-12-17,201,JPM,274,146.4
2019-08-01,201,JPM,303,33732.31
1992-11-06,203,JPM,435,1512.32
1991-09-26,201,JPM,12,26.61
2005-01-14,202,JPM,239,6071.48
2015-02-06,202,JPM,139,7013.06
1994-07-22,203,JPM,106,476.04
1991-12-23,203,JPM,129,246.55
1997-11-21,201,JPM,76,1448.96
1998-03-09,203,JPM,442,8969.68
1980-03-28,201,JPM,322,94.19
1984-04-03,201,JPM,404,237.26
1997-02-24,201,JPM,280,4666.72
1983-09-07,202,JPM,315,194.83
1999-10-27,203,JPM,138,4181.02
1990-05-29,201,JPM,19,32.53
2001-03-05,201,JPM,281,7491.37
2007-01-12,203,JPM,145,5007.48
2006-09-01,201,JPM,25,811.09
2010-01-13,202,JPM,240,8248.99
1991-12-10,201,JPM,278,480.33
1997-07-10,202,JPM,361,6061.68
2003-06-25,203,JPM,483,10356.59
1997-09-03,201,JPM,302,5711.9
1998-06-01,201,JPM,488,11378.56
1989-12-15,203,JPM,225,407.08
