
trade_id,timestamp,ticker,quantity,price,trader_id
101,2012-09-26 11:09:36,TSLA,79,28.49,105
102,2014-05-06 12:55:14,TSLA,99,204.81,102
103,2017-02-09 12:42:09,TSLA,53,270.73,101
104,2012-12-06 11:17:54,TSLA,26,34.71,101
105,2016-06-07 13:53:38,TSLA,26,221.2,102
106,2018-05-25 13:57:06,TSLA,35,279.96,104
107,2019-03-12 14:17:48,TSLA,84,283.52,101
108,2016-11-08 13:20:38,TSLA,61,201.15,103
109,2015-06-01 13:55:06,TSLA,10,261.37,104
110,2013-10-02 11:54:57,TSLA,37,172.19,105
111,2017-06-06 10:57:03,TSLA,63,339.14,104
112,2016-03-31 14:19:17,TSLA,73,234.13,103
113,2013-08-19 10:28:49,TSLA,2,146.59,105
114,2016-09-19 09:46:21,TSLA,86,213.96,105
115,2018-08-21 15:41:18,TSLA,46,328.53,101
116,2010-08-30 11:00:20,TSLA,55,19.76,103
117,2014-07-24 15:14:55,TSLA,27,213.75,105
118,2015-08-07 11:20:31,TSLA,55,254.32,103
119,2012-07-03 12:10:32,TSLA,93,29.62,105
120,2017-08-25 13:20:56,TSLA,4,362.04,101
121,2018-02-22 12:27:10,TSLA,15,340.23,105
122,2013-03-21 12:50:16,TSLA,30,36.9,102
123,2012-05-01 11:56:58,TSLA,91,33.93,101
124,2012-04-09 13:11:31,TSLA,41,32.76,102
125,2017-08-04 10:45:29,TSLA,40,355.4,104
126,2018-01-10 10:04:18,TSLA,98,323.95,105
127,2013-10-29 10:11:30,TSLA,87,160.37,104
128,2015-12-07 15:06:54,TSLA,39,233.23,104
129,2010-12-27 14:19:29,TSLA,31,24.79,105
130,2010-11-18 12:49:25,TSLA,5,28.78,104
131,2013-03-25 15:09:16,TSLA,13,36.77,103
132,2012-12-20 11:43:11,TSLA,7,33.46,102
133,2012-03-22 15:15:18,TSLA,18,34.82,102
134,2015-04-23 15:29:54,TSLA,35,224.39,103
135,2011-12-13 11:54:48,TSLA,27,28.11,101
136,2013-09-27 11:25:40,TSLA,32,183.4,102
137,2014-06-03 10:39:25,TSLA,23,195.83,103
